0.30103 2.30963
0.60206 1.93952
0.778151 1.70757
0.90309 1.51851
1 1.36173
1.07918 1.27875
1.14613 1.14613
1.20412 1.07918
1.25527 1.07918
1.30103 1
1.34242 0.90309
1.38021 0.954243
1.41497 0.778151
1.44716 0.90309
1.47712 0.778151
1.50515 0.60206
1.53148 0.778151
1.5563 0.845098
1.57978 0.778151
1.60206 0.60206
1.62325 0.60206
1.64345 0.60206
1.66276 0.60206
1.68124 0.60206
1.69897 0.477121
1.716 0.477121
1.73239 0.60206
1.74819 0.60206
1.76343 0.60206
1.77815 0.60206
1.79239 0.60206
1.80618 0.60206
1.81954 0.60206
1.83251 0.60206
1.8451 0.60206
1.85733 0.60206
1.86923 0.30103
1.88081 0.30103
1.89209 0
1.90309 0
1.91381 0
1.92428 0
1.9345 0
1.94448 0
1.95424 0
1.96379 0
1.97313 0
1.98227 0
1.99123 0.30103
2 0.30103
2.0086 0.477121
2.01703 0.477121
2.02531 0.60206
2.03342 0.60206
2.04139 0.60206
2.04922 0.60206
2.0569 0.60206
2.06446 0.60206
2.07188 0.60206
2.07918 0.60206
2.08636 0.60206
2.09342 0.60206
2.10037 0.60206
2.10721 0.60206
2.11394 0.60206
2.12057 0.60206
2.1271 0.60206
2.13354 0.60206
2.13988 0.60206
2.14613 0.60206
2.15229 0.60206
2.15836 0.60206
2.16435 0.60206
2.17026 0.30103
2.17609 0.30103
2.18184 0.30103
2.18752 0.30103
2.19312 0
2.19866 0
2.20412 0
2.20952 0
2.21484 0
2.22011 0
2.22531 0
2.23045 0
2.23553 0
2.24055 0
2.24551 0
2.25042 0
2.25527 0
2.26007 0
2.26482 0
2.26951 0
2.27416 0
2.27875 0
2.2833 0
2.2878 0
2.29226 0
2.29667 0
2.30103 0
2.30535 0
2.30963 0
2.31387 0
2.31806 0
2.32222 0
2.32634 0
2.33041 0
2.33445 0
2.33846 0
2.34242 0
2.34635 0
2.35025 0
2.35411 0
2.35793 0
2.36173 0
2.36549 0
2.36922 0
2.37291 0
2.37658 0
2.38021 0
2.38382 0
2.38739 0
2.39094 0
2.39445 0
2.39794 0
2.4014 0
2.40483 0
